column_int,column_float,column_string,column_date,column_timestamp,column_bool
159,127.18,process improvement,2023-03-06,2021-04-30 20:21:44,true
66,330.88,Operative,2022-03-01,2022-03-02 23:21:14,true
277,934.71,Down-sized,2021-09-14,2020-08-24 11:28:24,false
393,89.97,bandwidth-monitored,2020-10-19,2021-01-21 17:12:05,true
87,410.47,Up-sized,2020-08-26,2020-09-30 09:25:28,true
285,660.76,Up-sized,2022-10-18,2021-06-24 17:41:48,true
801,390.24,Networked,2020-11-12,2022-08-18 19:13:29,false
436,992.61,asymmetric,2021-10-07,2021-06-10 19:14:58,false
523,16.19,Organized,2021-11-28,2023-01-03 20:01:55,false
739,888.56,customer loyalty,2021-05-08,2020-12-21 03:37:23,false
806,476.63,internet solution,2021-08-31,2022-07-05 18:27:38,true
820,711.63,asymmetric,2022-05-17,2020-11-13 16:54:53,false
565,219.06,secondary,2022-07-24,2022-12-10 02:09:20,true
35,940.82,dedicated,2023-05-04,2022-03-02 12:14:01,false
802,751.86,next generation,2023-01-11,2022-05-05 00:43:46,true
679,907.22,Intuitive,2022-09-22,2021-12-26 09:46:47,true
555,211.66,Managed,2021-12-14,2023-05-09 01:51:27,true
934,981.07,interactive,2020-11-25,2020-12-13 13:14:26,true
189,312.31,product,2020-09-26,2021-03-16 06:43:52,true
227,927.23,Triple-buffered,2023-05-05,2022-07-22 11:02:25,false
405,616.0,policy,2023-03-14,2022-09-17 04:46:52,true
718,178.51,adapter,2023-01-11,2020-09-04 06:24:16,true
647,76.04,methodology,2023-07-29,2022-12-20 00:15:53,true
229,705.01,parallelism,2022-03-25,2021-06-27 02:41:33,true
407,139.46,benchmark,2021-04-07,2023-04-13 19:59:39,false
68,865.84,matrices,2022-06-12,2020-11-04 10:41:47,false
662,811.29,project,2020-10-18,2021-02-19 23:15:39,true
38,869.91,parallelism,2021-10-11,2022-12-18 16:08:34,false
700,857.86,Re-contextualized,2022-01-21,2021-04-03 16:15:07,false
347,310.4,parallelism,2021-07-31,2022-05-16 06:54:13,false
258,694.64,non-volatile,2022-09-16,2022-03-07 04:33:43,true
899,634.29,Quality-focused,2022-08-24,2023-04-10 18:16:17,true
854,332.52,Diverse,2021-04-04,2022-11-25 10:08:19,false
227,941.49,archive,2021-01-25,2021-07-26 08:34:55,true
103,152.64,Inverse,2021-04-05,2022-10-03 09:51:06,true
539,683.49,workforce,2020-12-12,2022-09-07 21:54:45,true
815,781.09,Multi-layered,2022-04-05,2021-09-15 20:44:45,true
491,123.76,Stand-alone,2022-12-17,2022-07-01 14:12:34,false
274,228.94,Future-proofed,2023-03-02,2023-03-28 03:39:44,true
58,695.0,superstructure,2022-12-25,2021-12-31 01:58:36,false
428,86.73,Pre-emptive,2023-05-03,2020-11-11 12:11:37,true
371,770.79,orchestration,2022-08-15,2022-07-11 23:40:46,false
648,278.58,access,2021-10-10,2022-02-25 07:10:02,false
298,771.43,alliance,2023-07-21,2023-08-07 00:10:19,false
484,666.73,ability,2020-10-09,2022-05-10 13:02:02,false
58,370.16,grid-enabled,2020-08-16,2021-06-20 17:01:15,true
206,737.88,Automated,2021-08-10,2021-06-15 14:12:06,false
708,823.82,superstructure,2021-09-17,2022-09-03 23:56:53,true
400,841.39,Persistent,2022-12-03,2020-11-24 19:33:09,true
598,495.85,national,2021-11-09,2022-07-29 00:49:06,true
410,734.25,help-desk,2022-03-05,2021-08-26 11:15:05,true
677,906.27,client-server,2022-06-17,2020-08-25 22:49:27,true
736,35.04,Horizontal,2023-06-16,2021-08-20 14:14:17,true
81,549.98,Optional,2022-07-31,2020-10-26 11:07:56,false
462,183.89,monitoring,2022-07-01,2021-12-24 20:51:29,true
298,103.92,Cross-group,2022-02-02,2021-03-22 23:37:02,false
414,643.09,product,2021-05-29,2023-05-06 01:56:31,false
109,760.6,superstructure,2020-10-02,2022-06-06 12:31:01,true
467,625.58,website,2023-01-16,2021-12-21 06:08:56,false
354,107.96,content-based,2023-03-16,2021-01-04 23:51:54,true
158,276.0,Ameliorated,2023-07-21,2023-06-25 03:09:23,true
642,784.22,Re-engineered,2023-04-29,2022-11-13 10:50:04,false
145,397.89,dedicated,2021-07-06,2022-06-25 20:48:34,false
872,723.25,Front-line,2021-03-17,2022-02-06 19:37:07,true
859,475.26,capacity,2021-11-17,2021-01-02 21:35:04,false
132,860.1,dedicated,2023-05-30,2023-03-10 07:57:06,true
941,454.95,human-resource,2020-12-15,2022-07-02 04:15:21,true
147,201.08,array,2021-12-22,2021-04-23 03:06:30,false
959,515.49,benchmark,2023-07-16,2022-11-10 07:07:52,false
893,243.56,regional,2021-06-10,2023-04-05 06:18:05,true
556,903.25,high-level,2022-05-05,2022-09-24 02:05:48,false
991,113.54,Secured,2022-12-12,2022-10-06 15:16:29,true
998,995.03,attitude-oriented,2021-08-11,2021-01-06 10:56:32,true
578,437.98,core,2021-05-02,2022-03-23 22:04:02,true
609,821.07,regional,2021-06-17,2023-05-08 09:09:22,false
739,942.35,Distributed,2023-08-10,2023-03-08 13:00:19,true
73,738.04,neural-net,2021-11-25,2021-12-21 07:00:59,true
657,976.64,dedicated,2022-03-08,2021-05-03 20:38:04,true
549,452.15,bifurcated,2020-08-16,2022-11-26 18:03:57,true
227,252.32,fault-tolerant,2021-07-29,2022-10-19 03:48:08,true
545,348.12,Monitored,2022-07-22,2021-01-28 17:50:45,true
252,576.65,orchestration,2022-06-26,2022-12-17 23:11:06,false
550,95.29,multimedia,2023-01-08,2021-12-31 15:33:14,false
485,394.13,empowering,2021-08-29,2021-07-01 19:41:28,true
189,732.61,Re-contextualized,2020-11-26,2020-11-07 19:43:12,true
301,851.94,Optimized,2023-06-29,2020-11-04 00:18:11,false
176,985.85,Vision-oriented,2021-04-06,2021-11-20 16:33:15,false
688,129.74,firmware,2021-11-03,2023-06-09 00:50:41,false
840,535.19,dedicated,2021-05-02,2022-01-16 05:41:47,false
366,361.43,internet solution,2022-04-19,2023-07-10 09:55:22,false
443,110.03,maximized,2022-05-02,2021-06-26 21:27:39,true
699,326.83,Adaptive,2021-04-14,2021-01-18 17:59:35,false
147,250.75,4th generation,2021-10-14,2020-10-21 13:22:33,true
815,401.14,Distributed,2023-08-05,2023-07-18 19:11:08,true
467,779.17,client-server,2022-07-23,2022-02-28 20:37:45,false
194,832.03,De-engineered,2022-01-09,2023-01-16 04:10:17,false
56,452.44,capability,2023-02-26,2022-03-21 22:11:04,false
745,589.75,Adaptive,2022-05-19,2022-04-27 22:02:41,true
664,365.57,Devolved,2022-10-08,2020-11-19 02:56:33,false
712,577.47,Customizable,2023-04-29,2022-08-01 20:27:14,false
190,185.97,Proactive,2022-08-01,2022-07-01 19:06:19,true
153,145.98,implementation,2021-05-30,2020-10-11 16:48:51,false
496,956.91,parallelism,2021-02-10,2020-10-15 01:34:46,false
931,345.6,Team-oriented,2022-06-03,2022-04-18 21:16:25,false
821,368.29,encoding,2023-01-13,2021-03-08 22:45:05,false
105,100.63,complexity,2022-10-21,2022-09-07 22:34:32,false
706,520.14,mobile,2021-06-27,2021-12-06 21:06:46,false
572,433.86,Multi-layered,2022-02-28,2022-07-26 18:55:29,true
487,529.87,Synergistic,2021-02-17,2021-02-22 08:30:43,false
412,635.37,middleware,2023-06-18,2021-05-06 03:26:59,false
724,143.78,model,2022-05-25,2021-09-08 17:20:00,false
290,523.75,Right-sized,2021-03-30,2023-08-10 14:55:51,true
705,528.31,protocol,2021-09-14,2021-11-09 07:29:11,false
700,799.21,policy,2022-03-23,2022-11-04 14:11:26,false
271,626.57,Front-line,2022-10-13,2022-10-07 07:07:55,true
496,128.51,bi-directional,2021-06-24,2022-04-18 15:15:06,false
879,706.32,impactful,2022-06-14,2020-09-20 11:39:53,false
540,143.39,Visionary,2022-11-21,2020-10-12 11:28:45,true
312,307.6,next generation,2020-09-13,2022-10-06 06:16:42,true
682,574.47,uniform,2023-04-14,2022-06-04 13:16:47,true
213,634.38,framework,2021-01-29,2021-05-28 17:42:25,false
526,110.13,Organized,2022-07-03,2021-01-16 13:07:28,false
4,870.44,clear-thinking,2020-11-20,2022-04-15 01:44:17,true
65,180.76,access,2021-08-25,2021-08-11 18:06:26,true
960,156.82,superstructure,2022-08-14,2023-07-11 09:56:16,false
198,256.17,attitude-oriented,2022-04-11,2021-06-26 23:40:03,false
914,906.93,Ameliorated,2022-02-11,2023-02-06 01:29:11,false
723,117.51,extranet,2023-03-05,2020-09-16 06:10:23,false
12,485.42,value-added,2020-10-13,2021-07-12 10:24:51,false
83,736.37,Synergized,2021-09-10,2021-02-03 00:05:33,true
628,421.4,non-volatile,2021-11-13,2020-12-12 12:05:09,true
922,587.32,user-facing,2022-08-07,2023-02-04 11:04:32,false
369,449.38,Managed,2021-11-13,2020-08-29 17:07:13,false
150,280.94,Self-enabling,2021-11-21,2021-12-05 08:19:23,true
157,903.57,Fundamental,2023-04-12,2021-04-29 11:15:11,false
147,276.92,cohesive,2020-11-07,2021-02-28 02:43:02,true
831,464.62,intangible,2021-11-11,2023-01-31 14:27:55,true
933,425.1,De-engineered,2021-03-16,2021-12-31 19:40:45,false
880,264.61,core,2021-07-25,2023-07-09 21:35:38,false
993,384.04,Monitored,2023-06-26,2021-12-08 01:03:50,false
393,730.29,Front-line,2021-06-10,2021-09-18 12:43:37,false
282,868.42,matrix,2020-09-20,2022-02-20 22:51:58,false
924,781.41,zero defect,2020-09-10,2021-03-11 18:21:01,false
949,74.28,holistic,2022-12-23,2020-10-12 21:58:42,false
413,171.24,challenge,2022-04-28,2021-07-06 20:33:37,true
170,437.81,installation,2020-10-07,2023-02-02 23:21:09,true
124,687.44,composite,2021-05-03,2022-05-26 09:18:12,true
566,797.2,object-oriented,2021-08-20,2022-03-07 03:24:05,true
148,52.21,Switchable,2021-04-27,2021-01-13 04:54:54,true
126,487.72,software,2020-12-31,2021-04-22 06:06:59,true
10,741.17,mobile,2022-07-31,2023-06-02 19:51:33,false
505,441.89,5th generation,2022-05-04,2021-04-19 13:01:03,false
806,762.22,conglomeration,2020-11-21,2021-03-18 20:30:17,false
622,862.04,Seamless,2022-06-20,2023-01-29 10:19:05,true
44,653.8,dynamic,2021-11-29,2023-05-03 20:05:51,true
449,386.26,Cross-group,2021-04-29,2022-01-21 19:14:13,false
528,588.43,De-engineered,2022-10-24,2022-08-12 20:16:18,true
646,234.98,non-volatile,2021-04-16,2023-04-25 02:40:39,true
868,611.15,Secured,2023-04-18,2022-10-13 02:31:30,false
169,43.23,Seamless,2022-12-06,2022-12-03 01:09:40,true
245,643.23,Persevering,2022-08-27,2023-05-07 01:03:44,false
894,409.95,dynamic,2023-08-01,2022-03-20 20:33:52,false
56,692.28,Optimized,2022-03-09,2022-11-05 13:51:34,false
907,812.29,fresh-thinking,2020-11-18,2020-10-21 11:12:22,false
995,130.39,Front-line,2023-04-03,2022-09-12 19:39:54,false
663,879.46,directional,2022-04-25,2023-08-11 19:13:08,false
443,403.41,directional,2021-03-11,2020-10-11 04:59:48,false
223,457.48,Front-line,2020-10-22,2022-04-09 15:09:34,false
285,986.58,User-friendly,2021-03-28,2021-12-28 19:38:58,true
4,635.48,systemic,2023-02-16,2022-03-21 10:23:34,true
61,919.48,firmware,2021-07-25,2022-05-13 13:26:13,false
243,370.94,modular,2023-02-17,2021-01-28 21:03:07,false
36,590.87,national,2023-02-28,2022-04-30 02:20:31,false
932,386.86,human-resource,2022-03-05,2022-06-05 07:17:44,false
406,32.37,motivating,2023-03-16,2021-11-05 17:57:52,false
247,494.99,Cross-group,2023-02-22,2021-04-23 14:26:23,true
799,124.34,didactic,2021-02-15,2020-12-19 08:39:21,true
1,625.18,structure,2023-03-31,2022-10-21 09:18:48,false
343,361.48,Phased,2021-02-27,2021-09-11 09:50:53,true
150,863.06,Stand-alone,2020-08-19,2022-11-11 21:47:39,true
661,557.34,portal,2020-08-26,2022-10-14 01:23:50,true
694,196.96,toolset,2023-08-02,2022-06-05 03:25:40,true
717,739.95,Organized,2020-12-05,2022-10-07 13:06:25,false
282,249.26,Self-enabling,2022-12-15,2023-05-19 10:07:29,true
657,720.72,holistic,2021-08-30,2022-08-04 21:51:03,true
313,550.34,Decentralized,2020-11-28,2022-02-28 10:14:10,true
608,490.63,solution,2023-07-18,2022-04-25 09:48:58,false
808,138.53,solution,2021-08-11,2022-11-09 10:29:33,true
729,219.06,motivating,2023-07-03,2021-08-15 15:42:44,true
396,510.01,transitional,2023-05-24,2023-02-17 01:33:29,true
760,995.88,service-desk,2020-12-07,2022-06-14 04:32:59,true
920,730.51,Self-enabling,2021-06-11,2021-04-07 08:48:46,true
25,588.1,hierarchy,2021-06-03,2020-11-18 06:57:22,true
993,503.8,content-based,2022-12-30,2021-09-03 22:14:35,false
540,320.32,solution-oriented,2020-12-30,2022-05-12 10:55:55,true
979,814.65,zero administration,2020-11-17,2022-02-28 12:57:28,false
83,901.14,array,2022-01-18,2021-01-11 02:21:24,true
175,576.69,adapter,2022-12-31,2021-08-26 17:26:55,false
513,241.74,Realigned,2022-01-06,2021-03-19 14:39:42,false
595,164.9,Digitized,2022-06-01,2023-01-07 18:06:28,true
247,477.06,service-desk,2021-07-07,2023-05-03 07:30:26,false
591,806.29,client-server,2023-03-30,2023-03-02 05:34:07,false
790,437.2,Devolved,2022-06-11,2022-12-11 00:22:25,true
681,216.56,hardware,2021-01-16,2023-03-14 19:27:36,false
404,92.73,De-engineered,2021-05-03,2021-08-15 21:26:07,false
557,348.93,intermediate,2023-01-30,2021-05-10 02:03:28,true
696,512.75,encryption,2022-06-22,2021-11-15 10:53:32,false
652,654.32,Multi-layered,2022-10-16,2023-07-29 20:54:28,false
979,656.52,Grass-roots,2021-08-21,2022-02-14 19:03:44,true
666,564.91,challenge,2022-07-11,2023-01-28 10:52:08,true
71,579.78,structure,2020-10-13,2022-02-10 09:07:38,false
262,369.36,array,2022-08-07,2021-02-15 04:11:20,false
349,202.17,motivating,2021-07-21,2023-08-10 06:03:15,false
201,465.27,leading edge,2020-12-29,2022-07-31 01:55:35,true
705,803.96,architecture,2021-11-09,2020-09-22 12:21:46,false
461,758.54,discrete,2022-12-25,2023-06-07 23:40:17,false
943,594.89,capability,2022-01-07,2021-10-04 21:14:54,true
867,424.06,Multi-channelled,2022-10-18,2021-09-09 13:12:51,false
890,418.42,zero administration,2023-02-18,2023-05-23 07:05:15,true
403,221.97,conglomeration,2022-10-24,2020-11-10 09:23:26,true
714,876.95,interactive,2021-07-16,2023-05-02 20:41:55,true
932,38.25,foreground,2022-02-16,2021-06-09 23:39:43,false
119,230.09,Intuitive,2022-07-04,2022-01-13 09:35:12,false
902,84.87,policy,2022-03-18,2023-03-08 21:12:26,false
752,276.99,secured line,2022-09-26,2021-02-11 17:33:55,true
559,798.49,data-warehouse,2021-01-06,2021-05-02 12:23:18,false
932,521.03,instruction set,2022-11-03,2022-04-25 09:39:30,true
876,744.5,access,2022-06-19,2022-04-14 13:17:05,false
810,76.71,synergy,2022-07-14,2022-02-16 23:07:08,false
538,687.78,systematic,2022-11-18,2022-07-31 08:28:04,false
962,109.93,model,2021-10-09,2021-05-05 22:31:57,false
260,6.97,instruction set,2023-01-28,2021-07-26 00:10:27,true
8,590.33,Automated,2021-11-13,2021-06-21 11:05:37,false
974,693.33,Cross-platform,2023-01-08,2023-04-11 17:27:55,true
573,786.09,Quality-focused,2023-03-01,2021-03-27 10:18:16,true
317,715.65,collaboration,2020-08-26,2022-07-28 10:16:45,false
152,464.99,hierarchy,2021-08-10,2021-01-07 19:47:05,true
329,285.52,Configurable,2022-04-05,2021-03-09 04:50:45,false
6,961.22,productivity,2020-09-23,2020-08-23 07:24:34,false
178,25.01,archive,2021-09-22,2021-04-03 10:01:04,true
876,284.62,hybrid,2022-01-31,2022-10-12 04:59:58,false
848,683.11,full-range,2022-03-29,2021-08-06 09:21:21,false
192,977.65,explicit,2021-06-22,2020-12-11 03:24:13,true
45,363.81,Team-oriented,2021-06-08,2022-03-18 17:13:22,true
554,780.5,incremental,2021-05-24,2020-10-27 23:36:00,false
491,616.59,zero tolerance,2021-09-24,2022-02-17 15:02:18,true
896,114.99,Integrated,2021-10-09,2020-12-06 12:06:30,true
308,149.11,bandwidth-monitored,2020-12-25,2021-06-02 00:56:55,false
182,722.8,leading edge,2021-10-09,2021-08-20 07:58:40,true
345,802.7,non-volatile,2020-09-02,2023-07-05 19:15:19,true
167,440.87,contextually-based,2020-10-25,2021-10-08 07:34:13,true
375,522.84,Enhanced,2023-01-23,2021-02-10 08:59:20,false
111,426.74,Advanced,2021-06-07,2021-02-09 18:12:00,false
227,379.16,asymmetric,2022-06-28,2022-10-19 08:12:51,false
47,283.21,flexibility,2022-08-07,2021-01-10 05:32:38,true
289,508.53,secured line,2021-11-16,2023-06-03 09:39:02,false
763,423.46,core,2022-03-15,2023-03-24 12:41:15,false
8,616.57,zero administration,2021-05-16,2021-08-01 07:26:50,false
612,403.95,secured line,2021-03-18,2020-11-10 23:47:52,true
700,88.98,heuristic,2020-12-30,2021-03-21 09:22:53,false
623,20.05,User-friendly,2021-01-23,2020-11-14 01:29:24,false
816,81.21,coherent,2021-09-16,2022-07-12 01:31:33,false
999,975.73,tertiary,2023-04-25,2021-06-19 23:21:15,true
960,109.39,capacity,2021-02-10,2022-11-12 02:28:12,true
401,743.27,Persistent,2022-09-30,2020-11-09 16:10:33,true
633,394.05,Reactive,2022-01-13,2021-09-19 19:00:03,true
854,167.46,exuding,2023-01-27,2022-12-23 17:28:13,false
642,694.66,Enhanced,2021-11-23,2022-09-04 22:28:31,true
841,238.42,Graphical User Interface,2021-08-20,2020-12-27 02:17:18,false
456,45.38,Pre-emptive,2020-09-20,2021-08-12 02:24:45,false
195,981.75,collaboration,2023-07-12,2022-06-16 00:56:34,false
211,630.51,moratorium,2023-06-19,2022-03-28 07:17:00,false
666,372.97,ability,2022-12-07,2022-02-07 17:55:04,true
307,866.96,maximized,2020-11-01,2022-08-30 04:56:23,true
981,60.12,knowledge base,2021-11-11,2022-09-05 13:11:20,true
694,47.23,systemic,2021-01-19,2022-07-30 06:43:11,false
402,660.78,productivity,2020-08-16,2023-07-09 00:26:14,false
763,423.77,complexity,2021-05-20,2023-05-31 16:11:18,true
785,21.68,Focused,2022-09-18,2020-12-13 16:16:47,true
405,940.99,tertiary,2022-12-10,2022-11-30 07:40:35,true
572,733.51,demand-driven,2022-02-06,2020-11-07 15:43:28,true
848,527.37,algorithm,2022-01-21,2021-12-20 17:06:48,true
281,732.79,Pre-emptive,2021-04-12,2023-02-26 06:45:00,true
858,238.74,interactive,2021-04-23,2023-07-27 11:19:51,false
180,887.15,Distributed,2023-05-14,2022-06-05 15:26:39,true
635,292.2,algorithm,2023-07-12,2023-04-21 19:41:09,false
20,594.46,background,2021-02-02,2022-07-16 21:45:48,false
62,92.54,heuristic,2023-08-03,2020-10-13 05:59:29,true
378,742.47,groupware,2023-03-15,2022-12-30 12:36:39,false
482,687.05,Seamless,2021-03-03,2022-08-24 20:32:28,false
518,672.51,user-facing,2021-09-13,2022-12-18 22:18:15,true
93,974.2,orchestration,2023-08-06,2023-06-12 09:43:02,true
21,821.85,installation,2020-08-21,2021-08-23 04:30:25,false
234,851.04,database,2021-01-16,2022-07-06 01:25:59,false
23,933.28,task-force,2020-12-25,2022-11-11 10:17:26,true
991,154.94,extranet,2022-05-25,2020-12-30 02:34:57,false
709,558.08,framework,2022-11-29,2022-08-03 14:39:34,false
713,270.06,system engine,2022-04-09,2021-12-12 05:45:04,false
203,66.93,well-modulated,2021-03-24,2020-10-16 23:13:08,true
864,230.53,policy,2020-11-19,2022-05-04 07:08:57,true
333,956.79,Integrated,2020-12-31,2023-05-12 02:11:19,true
695,8.55,Mandatory,2023-01-23,2022-12-08 16:27:29,true
639,140.81,dedicated,2021-10-06,2021-01-18 00:10:46,true
577,581.48,next generation,2021-01-07,2022-05-11 14:53:14,false
94,544.78,context-sensitive,2022-09-05,2022-11-20 00:10:44,true
535,753.05,focus group,2022-08-23,2022-11-05 05:46:32,false
958,285.21,hybrid,2020-08-15,2022-10-08 01:37:58,true
128,702.65,hub,2020-12-29,2021-10-16 09:32:50,true
702,116.46,Public-key,2022-10-30,2023-04-04 17:31:00,false
120,435.94,Quality-focused,2023-03-02,2022-09-24 11:55:10,true
285,625.94,24 hour,2020-11-05,2021-02-27 23:37:48,false
468,789.01,info-mediaries,2021-09-14,2023-02-17 19:47:57,false
747,616.79,Universal,2021-05-16,2021-09-18 14:11:06,false
858,541.12,open system,2023-07-13,2022-10-31 07:26:13,true
619,95.78,capacity,2021-04-30,2022-12-18 08:07:48,false
295,674.09,Front-line,2022-02-14,2023-06-09 13:32:37,false
714,946.55,24 hour,2021-09-21,2021-02-08 15:03:27,true
336,938.67,algorithm,2021-05-01,2022-12-06 13:43:42,false
241,980.65,leading edge,2022-04-27,2022-07-08 08:37:02,true
78,4.94,national,2021-06-13,2021-08-28 22:08:37,false
933,668.69,Versatile,2022-10-26,2022-05-31 07:22:04,false
40,514.79,Innovative,2022-11-07,2023-03-09 09:27:32,false
702,489.17,application,2022-02-10,2020-10-17 05:02:02,false
449,522.93,neural-net,2021-06-12,2022-03-20 23:47:28,true
568,57.03,middleware,2020-10-07,2022-09-26 01:13:04,true
796,589.77,Expanded,2022-05-01,2021-08-17 12:19:46,true
247,305.86,zero defect,2023-07-28,2023-08-06 16:10:36,false
958,598.57,time-frame,2020-11-02,2023-01-10 11:43:44,true
700,314.22,clear-thinking,2022-05-07,2021-04-20 01:33:28,true
590,955.48,ability,2021-08-08,2022-01-21 07:04:28,true
399,717.21,strategy,2021-05-20,2021-02-23 15:08:14,false
81,751.71,zero tolerance,2021-02-16,2023-08-03 21:44:39,true
257,751.79,Cross-platform,2023-03-07,2022-08-31 16:32:14,true
577,918.67,dynamic,2020-12-29,2022-12-17 02:50:56,true
579,32.38,Cross-platform,2023-02-04,2020-08-16 11:38:40,false
708,857.47,background,2022-01-12,2023-04-29 14:24:53,true
615,230.05,object-oriented,2022-06-29,2022-09-27 07:27:39,true
943,51.95,heuristic,2020-11-19,2022-11-29 07:35:24,false
943,731.77,Profit-focused,2022-04-26,2022-01-26 01:38:35,true
65,503.27,contingency,2021-09-20,2023-03-22 03:47:11,true
326,187.43,Automated,2021-09-27,2023-04-24 08:44:34,false
130,483.07,tangible,2022-03-13,2023-01-14 13:28:05,false
783,524.94,Enterprise-wide,2023-03-21,2021-10-16 11:49:51,true
625,199.5,knowledge base,2020-08-25,2021-09-16 01:09:28,true
871,473.34,24/7,2022-12-23,2022-05-26 10:09:50,false
520,880.91,hub,2021-12-23,2023-08-06 05:53:37,true
693,568.89,actuating,2020-12-04,2022-04-23 16:37:54,false
483,490.03,composite,2020-10-29,2021-11-18 14:07:36,true
74,204.25,mobile,2022-07-03,2023-02-20 22:07:26,true
124,816.91,dynamic,2020-09-20,2021-03-24 04:55:36,false
710,507.23,algorithm,2021-04-19,2023-01-31 07:22:49,false
611,564.89,analyzing,2021-06-07,2023-05-22 16:58:33,true
80,745.01,migration,2023-05-28,2022-04-01 02:21:27,false
73,89.64,executive,2020-10-30,2022-11-15 16:41:17,true
260,84.38,Switchable,2022-08-29,2020-10-22 12:22:37,false
379,337.43,emulation,2023-07-31,2023-04-25 02:07:40,false
170,737.81,Business-focused,2020-12-01,2022-06-09 05:48:35,false
927,969.17,Quality-focused,2022-07-07,2023-08-01 22:35:03,true
901,207.7,responsive,2023-01-08,2021-11-23 21:18:45,true
875,824.69,parallelism,2021-08-12,2020-08-28 10:17:29,true
352,93.55,static,2023-06-30,2022-08-29 16:44:18,false
362,361.31,exuding,2021-02-13,2022-10-10 18:29:54,false
584,903.72,foreground,2020-12-25,2021-03-26 23:10:14,false
65,855.21,Multi-channelled,2020-09-23,2021-11-09 04:17:07,true
989,915.4,Graphical User Interface,2023-02-14,2023-01-09 08:23:08,false
626,965.77,Front-line,2020-11-27,2021-03-29 11:08:46,false
68,946.01,disintermediate,2023-04-12,2022-09-01 17:55:16,true
543,249.1,function,2023-07-04,2020-09-05 08:06:34,true
226,561.55,instruction set,2022-07-03,2022-06-12 06:49:56,true
855,400.45,6th generation,2021-02-06,2022-02-19 17:35:57,false
311,473.72,Focused,2021-01-23,2023-01-25 12:44:01,false
990,103.56,foreground,2021-11-24,2020-12-21 11:47:41,true
804,709.81,secondary,2021-03-09,2022-08-31 19:41:03,false
635,795.71,synergy,2021-01-04,2022-04-27 19:36:21,true
118,605.22,24/7,2023-01-31,2021-05-29 07:13:40,false
543,157.77,Front-line,2023-05-13,2023-06-06 15:13:36,true
344,835.12,extranet,2020-10-10,2022-10-27 07:41:46,false
576,785.62,artificial intelligence,2021-01-21,2021-08-30 12:45:21,true
676,502.14,capacity,2023-05-11,2021-10-31 10:37:12,false
413,577.5,content-based,2021-11-09,2021-07-11 19:50:28,false
346,103.15,user-facing,2023-04-23,2022-01-14 15:12:48,false
32,514.56,encoding,2021-10-15,2021-10-09 11:19:15,false
965,111.88,database,2021-10-21,2021-09-19 20:22:03,true
949,500.26,Business-focused,2021-09-28,2023-01-01 02:47:22,false
349,144.59,access,2022-08-03,2023-06-20 03:48:00,true
408,369.48,context-sensitive,2022-11-10,2020-11-02 16:02:43,true
785,302.44,Cloned,2022-07-21,2020-12-14 09:06:48,false
979,749.3,projection,2021-12-31,2022-06-08 02:32:47,false
478,864.16,Re-engineered,2020-08-16,2020-10-03 23:38:26,false
36,107.97,system engine,2020-10-03,2023-03-30 21:47:20,true
483,828.73,Upgradable,2021-01-28,2021-01-16 19:41:06,false
429,176.59,frame,2020-12-07,2022-03-21 03:45:33,false
136,510.14,Enterprise-wide,2023-01-26,2020-09-11 22:25:16,false
393,322.02,heuristic,2021-12-18,2022-07-27 19:57:23,false
144,393.04,methodology,2021-03-20,2021-04-18 06:43:38,true
312,154.28,next generation,2020-11-17,2022-08-07 09:52:50,true
316,543.9,success,2022-08-03,2022-06-09 16:28:27,true
953,408.68,didactic,2021-11-06,2021-08-18 04:13:12,false
956,152.22,scalable,2022-05-04,2023-05-16 04:55:06,true
888,734.35,object-oriented,2021-12-14,2022-02-10 10:06:58,true
561,873.13,toolset,2021-06-26,2022-07-01 14:52:52,true
741,757.05,functionalities,2023-06-15,2021-10-28 14:10:03,false
577,996.88,definition,2023-01-02,2021-06-09 03:28:59,true
594,266.2,regional,2022-03-21,2020-09-19 10:27:03,false
534,70.95,Realigned,2022-08-17,2021-11-18 14:52:48,false
824,182.09,Total,2022-08-26,2021-05-01 22:28:28,false
10,963.67,hardware,2022-04-22,2022-07-23 09:32:25,false
982,758.68,Extended,2020-09-03,2021-03-28 02:28:50,false
160,639.96,Reduced,2022-06-29,2022-05-06 05:22:55,false
230,660.84,Versatile,2023-05-08,2022-12-11 13:04:31,true
46,879.25,analyzer,2020-11-30,2021-12-20 14:46:33,false
73,56.47,Multi-tiered,2021-09-08,2022-08-04 01:00:10,false
383,86.49,matrices,2023-05-15,2023-05-18 07:59:41,false
199,788.94,high-level,2023-08-13,2022-05-26 03:37:56,false
450,592.71,throughput,2023-08-14,2021-06-28 23:40:43,true
610,558.38,flexibility,2020-10-25,2022-08-08 17:38:46,true
6,621.46,hardware,2021-05-16,2021-08-24 22:04:49,true
164,409.37,Synergistic,2021-04-28,2021-08-31 03:59:09,false
465,595.04,Re-contextualized,2023-05-12,2021-03-10 07:20:51,true
775,892.9,Progressive,2022-10-04,2021-06-24 12:43:51,false
124,452.18,Expanded,2021-05-26,2022-09-18 05:51:24,false
749,861.87,Upgradable,2022-07-09,2021-01-04 05:28:26,false
963,863.27,budgetary management,2020-10-21,2022-12-23 17:54:57,true
698,779.14,Stand-alone,2021-10-15,2021-06-19 13:49:53,true
608,877.82,uniform,2020-12-10,2022-02-21 02:22:32,true
