column_int,column_float,column_string,column_date,column_👺stamp,column_bool
973,793.78,Visionary,2022-12-22,2022-03-05 16:36:56,true
81,427.94,knowledge user,2021-08-10,2021-11-17 02:07:21,true
562,841.06,,2021-04-05,2021-07-12 17:49:00,false
21,18.5,,2020-12-18,2023-05-05 20:48:37,true
832,812.38,infrastructure,2021-02-22,2021-10-04 14:49:16,true
910,,Quality-focused,2020-12-22,2022-07-08 10:02:01,false
184,760.79,discrete,2021-01-18,2021-01-20 22:46:46,true
984,836.37,,,2023-01-23 05:22:27,true
56,,multi-state,2021-11-03,2021-09-24 07:27:43,true
371,783.88,Stand-alone,2023-02-11,2022-05-20 11:41:31,false
796,644.07,Multi-lateral,2023-01-18,2020-09-06 21:11:23,true
174,,even-keeled,2022-01-06,2022-02-02 22:40:41,true
245,193.16,,2022-06-15,2020-11-04 03:41:10,true
346,457.21,,2020-11-26,2020-09-05 13:28:27,true
755,,emulation,2021-01-13,2023-01-14 18:13:20,
23,651.18,Advanced,2022-01-20,2022-04-28 01:19:37,true
521,181.14,,2022-04-30,2022-04-02 21:25:16,true
836,,initiative,2022-06-12,2022-07-02 14:25:32,
572,196.86,Networked,2023-08-02,2023-02-16 14:22:12,
205,336.11,Expanded,2021-04-13,2021-09-15 16:49:46,true
552,,orchestration,2023-07-02,2021-04-17 12:08:43,
348,918.24,conglomeration,2021-04-03,2021-02-27 22:11:53,true
3,,Horizontal,2023-01-07,2021-04-23 01:26:51,false
42,7.44,upward-trending,2022-04-24,2021-10-05 19:47:59,false
182,,firmware,2022-01-24,2020-12-12 16:26:13,false
51,647.06,systemic,2023-03-25,2022-08-21 15:55:44,
719,327.11,success,2021-10-26,2021-11-10 04:32:38,true
355,299.93,upward-trending,2022-10-12,2021-08-05 01:53:21,true
456,703.2,implementation,2020-09-04,2020-09-06 00:27:42,true
798,633.38,Synergistic,2022-10-10,2020-12-07 20:36:56,false
613,813.0,installation,2021-10-05,2022-01-28 06:46:10,true
407,852.69,bifurcated,2022-10-19,2022-11-03 09:17:19,false
604,827.79,projection,2022-08-27,,true
534,561.05,customer loyalty,2021-02-11,2021-07-11 03:29:27,false
423,657.2,,2020-09-12,2020-11-04 18:25:35,
776,694.39,archive,2021-01-23,2022-12-05 14:57:26,false
137,770.93,,2023-02-26,2022-05-31 19:48:32,false
758,83.62,,2023-06-13,2023-06-11 18:51:15,true
484,961.46,multimedia,2022-07-15,2021-06-24 18:21:43,true
355,,budgetary management,2021-09-17,2022-08-18 08:56:27,
344,366.16,support,2023-05-01,2022-12-04 20:12:47,false
,361.88,,2021-07-03,2022-08-20 23:22:28,true
928,,,2022-10-14,2023-05-18 15:59:03,true
480,226.36,👺,2020-09-23,2022-05-18 18:23:54,true
364,498.16,artificial intelligence,2021-05-14,2022-02-27 03:04:12,true
954,935.42,attitude,2020-09-25,2021-04-12 18:36:04,true
741,677.39,,2021-12-05,2021-10-02 00:41:02,false
199,206.71,,2022-09-29,2022-07-15 06:01:49,
323,360.37,scalable,2022-05-09,2021-07-20 21:37:43,true
786,790.53,,2021-04-13,2020-10-22 02:01:06,false
662,198.33,Business-focused,2022-09-09,2021-10-31 06:56:34,true
413,765.57,instruction set,2022-11-26,2023-07-12 23:24:42,false
959,825.99,explicit,2023-08-03,2023-05-18 07:58:11,false
90,296.61,architecture,2022-11-20,2021-04-26 09:40:43,false
87,607.93,,2023-04-29,2021-08-06 23:45:19,false
964,377.0,reciprocal,2022-12-02,2020-09-13 02:05:46,true
,444.87,multi-state,2021-02-21,2022-01-08 09:51:34,true
514,635.31,encoding,2021-03-16,2021-08-02 22:00:14,true
141,770.22,Customer-focused,2023-05-03,2022-09-10 22:21:41,true
165,,Sharable,2023-04-19,2021-10-24 05:49:12,false
973,64.86,Decentralized,2020-08-24,2021-09-29 12:27:47,false
18,280.02,circuit,2021-05-09,2021-06-01 07:53:22,false
,600.79,protocol,2020-10-01,2021-04-03 21:17:27,true
226,272.08,Profound,2022-01-31,2021-08-16 18:14:04,false
620,,intermediate,2021-02-26,2023-02-15 10:32:23,false
649,528.4,challenge,2021-11-02,2021-02-13 22:26:09,true
340,394.78,encoding,2021-03-05,2022-01-07 03:58:25,true
903,291.7,focus group,2021-11-13,2023-01-22 22:22:29,false
391,720.91,knowledge user,2021-07-05,2021-01-08 21:23:02,true
555,614.38,Robust,2021-04-09,2021-10-13 12:19:26,false
282,848.55,,2020-11-25,2022-01-02 07:46:56,
,675.61,challenge,2020-11-05,2022-11-19 09:42:05,true
307,781.82,next generation,2023-02-23,2020-10-14 05:32:23,true
,802.67,radical,2022-07-05,,false
133,309.25,,2021-05-17,2021-08-04 13:08:22,true
521,,fresh-thinking,2022-04-07,2023-05-24 21:25:16,
791,672.56,Inverse,2023-04-13,2020-12-27 20:29:18,false
12,478.87,reciprocal,2022-11-05,2022-12-26 16:29:57,
964,,matrix,2021-07-06,2021-08-14 00:34:56,true
132,286.34,Team-oriented,2022-05-03,2022-08-30 12:59:59,true
,391.39,Team-oriented,2022-07-18,2022-02-10 13:20:55,false
313,,capability,2022-01-25,2021-08-23 07:20:00,false
374,447.42,context-sensitive,2023-01-18,2020-10-04 11:00:54,true
975,690.31,dynamic,,2020-11-29 00:24:26,false
792,177.08,non-volatile,2022-08-01,2020-10-20 11:01:46,true
622,444.84,,2023-06-26,2022-10-06 03:09:06,true
674,82.91,Synchronised,2020-11-16,2023-02-06 14:10:03,
719,105.3,stable,2023-04-29,2021-03-16 07:37:00,true
,310.11,,2021-04-05,2021-09-17 14:57:29,true
113,60.15,high-level,2021-11-08,2023-05-11 10:57:14,true
👺,815.21,actuating,2022-08-16,2022-02-06 02:36:52,true
426,352.35,conglomeration,2022-12-03,2021-11-05 04:34:08,false
867,,homogeneous,2021-06-19,,true
524,165.52,,2021-03-20,2021-03-27 05:07:21,true
12,106.19,analyzing,2021-08-12,2022-06-18 00:13:07,
1,853.23,transitional,2022-05-02,2021-09-30 15:23:10,false
880,,knowledge user,2021-09-14,2022-05-18 04:10:53,false
,74.03,website,2023-04-10,2023-01-03 02:50:31,false
255,897.52,Ergonomic,2021-08-13,2020-08-29 03:01:11,false
457,224.2,Total,2023-02-01,2022-07-05 21:27:05,false
154,331.18,Optional,2021-05-26,2020-10-30 10:04:39,false
395,805.17,neural-net,2021-07-27,2022-07-26 19:19:15,false
498,,middleware,2022-09-21,2023-04-21 08:13:43,true
874,768.27,,2022-04-14,2021-09-20 04:24:35,true
971,,,2021-12-02,2022-10-11 08:52:42,true
252,801.07,Organic,2023-02-13,2022-11-13 07:51:23,false
757,785.22,Focused,2023-01-30,2022-10-01 20:08:19,false
378,867.95,functionalities,2021-06-24,2021-03-09 03:26:17,false
97,675.32,info-mediaries,2020-09-25,2022-08-07 22:46:42,true
633,913.28,monitoring,2021-04-25,2022-07-11 13:13:50,false
905,370.4,hybrid,2022-10-22,2021-05-04 00:51:13,true
996,387.17,Profound,2023-03-11,2023-05-27 13:55:58,true
92,865.44,process improvement,2022-08-24,2023-07-28 09:57:29,true
702,243.78,,2022-12-10,,false
611,854.9,Diverse,2021-05-29,2020-11-29 06:57:07,false
4,99.65,,2022-08-25,,false
617,457.08,,,2023-06-29 04:49:32,false
93,,interactive,2021-03-29,2023-05-05 23:01:55,false
50,,,2022-02-09,2022-03-10 04:30:40,true
826,560.49,Multi-channelled,2020-10-13,2021-08-23 05:15:22,false
525,,array,2021-01-20,2021-11-14 00:19:59,true
388,85.02,background,2022-04-02,2022-12-10 10:28:16,true
985,667.38,zero administration,2023-07-19,2022-02-12 16:28:20,false
665,,infrastructure,2021-11-16,2020-12-24 17:16:31,true
856,299.41,background,2021-01-14,2021-07-17 08:42:52,false
163,348.79,actuating,2020-09-02,2021-11-09 06:19:07,false
671,881.1,Triple-buffered,2023-05-18,2022-04-10 15:13:48,true
781,986.07,,2021-11-11,2021-05-03 05:07:56,true
,539.06,access,2022-02-24,2021-12-25 07:58:10,true
480,378.51,logistical,2022-05-24,2021-02-03 20:45:59,true
590,39.77,attitude-oriented,2023-06-28,2021-09-07 15:58:20,false
412,127.06,,2022-01-28,2021-04-29 23:20:06,false
142,601.69,,,2021-08-11 04:41:50,true
721,756.04,client-server,2022-06-21,2023-01-21 17:07:08,true
893,290.09,Public-key,2023-04-12,2021-10-27 10:49:52,true
468,,Object-based,2022-04-28,2021-10-10 09:25:19,false
250,,,2021-09-16,2022-07-06 10:56:56,true
793,,Expanded,2020-11-18,2021-01-28 11:55:44,false
137,,global,2022-05-23,2022-08-09 08:40:53,false
938,246.28,access,2022-01-13,2023-01-26 07:37:17,true
,854.51,Re-engineered,2022-10-23,2021-12-31 12:02:50,false
293,294.45,conglomeration,2022-11-03,2023-01-18 13:09:06,false
101,596.08,function,2022-10-26,2023-03-25 12:02:09,true
873,68.07,Customer-focused,2022-10-15,2021-03-18 22:00:19,false
631,982.24,eco-centric,2020-10-09,2021-02-10 03:06:56,false
,,complexity,2022-10-22,2023-07-09 15:09:10,true
982,812.28,Reactive,2023-05-06,2021-09-26 14:38:06,true
402,706.86,methodical,2023-06-08,2020-09-25 06:22:15,true
58,,Digitized,2022-05-27,2023-03-06 18:27:12,false
140,864.44,secured line,2023-03-30,2022-10-29 13:14:16,true
497,,Seamless,2021-09-25,2022-02-08 11:49:43,false
829,747.42,Extended,2023-06-16,2021-09-05 07:45:14,true
224,324.99,optimal,2021-07-13,2020-09-20 19:25:39,
943,883.17,Digitized,2023-06-18,2020-08-23 09:27:15,true
878,737.03,uniform,,2020-08-28 04:14:16,false
260,902.61,neural-net,2023-07-20,2022-02-01 04:14:16,true
307,375.28,Digitized,2022-06-03,2020-12-19 12:55:41,false
784,997.85,,2022-06-26,2023-06-03 00:30:31,true
773,,optimizing,2022-05-13,2022-07-27 16:32:28,true
148,640.8,Triple-buffered,2021-05-08,2023-03-05 04:43:28,true
,700.18,,2023-03-15,2021-07-08 15:11:10,true
798,,Customizable,2023-07-22,2022-05-30 11:01:25,false
350,932.1,grid-enabled,2023-02-14,2021-08-15 05:45:19,false
794,,Triple-buffered,2021-05-25,,
925,819.7,bottom-line,2021-03-26,2021-10-19 11:29:26,true
57,,client-server,2021-12-26,2023-03-31 01:10:07,
832,719.32,Devolved,2020-09-07,2021-05-20 01:58:52,true
189,,fault-tolerant,2022-10-02,2021-08-30 05:47:18,true
536,287.75,Virtual,2021-03-12,2022-01-20 18:19:19,
223,784.34,,2022-11-30,2021-05-30 03:26:26,false
441,229.0,Up-sized,2021-03-21,2023-06-17 18:39:50,
67,605.12,Profound,2022-01-05,2022-09-12 22:56:37,false
946,789.91,extranet,2022-12-07,2021-09-05 12:36:29,true
43,865.86,needs-based,2020-11-17,2021-04-07 21:37:53,false
366,148.27,architecture,2020-10-18,2021-11-05 20:12:46,true
906,760.79,circuit,2022-12-11,2022-10-02 16:27:04,true
856,367.41,zero tolerance,2021-12-17,2021-05-22 00:18:44,true
487,304.72,bifurcated,2023-06-28,2021-07-03 02:24:31,false
224,635.0,Ergonomic,2021-04-05,2023-03-22 06:15:28,false
428,455.43,executive,2023-01-03,,false
511,330.87,projection,2023-03-06,2022-05-11 11:37:49,
689,867.76,Future-proofed,2022-08-07,,true
708,,zero administration,2020-11-27,2021-10-11 21:58:31,true
807,848.89,multi-state,2021-10-25,2020-11-15 00:02:15,true
943,956.26,Distributed,2023-03-26,2023-01-06 13:35:12,
712,871.7,paradigm,2021-05-17,2022-05-27 11:22:00,false
594,799.6,benchmark,2022-01-19,2022-03-11 21:56:54,false
87,,national,2022-11-03,2022-06-15 23:20:34,false
273,250.56,bottom-line,2022-06-11,2021-10-17 16:52:51,false
755,11.49,portal,2023-06-03,2021-11-21 09:01:55,
723,,,2023-06-11,2021-12-25 09:09:48,true
,304.88,Pre-emptive,2023-05-14,2023-04-11 02:58:30,true
557,,,2022-06-21,2022-11-23 08:16:58,false
39,605.27,human-resource,2021-09-14,2022-12-19 05:30:43,true
767,888.96,,2021-04-21,2021-04-23 21:55:14,false
266,217.06,Graphical User Interface,2022-05-20,2022-03-07 22:57:13,true
,113.48,,2023-05-18,2023-01-05 01:44:36,
96,776.01,zero administration,2021-07-08,2021-04-12 21:37:58,
195,423.87,matrices,2021-05-11,2020-10-08 20:07:35,false
374,394.65,Ameliorated,2020-11-30,2022-11-01 09:46:42,true
912,1.19,Realigned,2021-03-03,2022-08-26 10:56:50,false
,654.46,model,,2021-05-13 03:34:02,false
607,181.88,intermediate,2023-06-27,2022-07-24 03:14:12,false
997,351.39,firmware,2021-07-11,2023-06-20 18:04:24,true
125,,,,2023-01-16 09:29:51,true
756,623.21,info-mediaries,2023-07-03,2021-11-01 01:04:26,false
,,Multi-channelled,2022-09-15,2023-07-18 11:52:27,true
970,655.21,workforce,2021-03-19,2022-09-28 14:27:04,true
918,969.76,6th generation,2022-03-12,2022-04-15 18:18:54,false
430,406.26,Reverse-engineered,2023-02-17,2023-07-17 18:50:30,false
329,549.96,,2022-03-27,2022-07-31 18:31:36,
844,176.31,architecture,2022-05-22,2021-04-02 20:38:33,false
,336.85,projection,2023-07-18,2021-05-22 20:55:51,
769,632.26,approach,2023-06-13,2021-11-21 23:29:14,false
468,900.07,well-modulated,2021-02-23,2021-03-01 10:48:28,true
711,46.53,solution,2022-01-06,2023-03-30 08:47:26,false
796,,Multi-lateral,2022-01-24,2022-03-07 17:27:19,
893,165.69,cohesive,2023-05-18,2023-03-29 01:10:46,👺
544,481.48,orchestration,2023-04-02,2023-05-31 07:41:34,false
851,133.18,Intuitive,2021-03-01,2023-07-22 21:07:05,false
385,923.14,Networked,2021-02-03,2023-04-22 06:47:02,true
966,1.8,Horizontal,2023-03-31,2020-09-18 13:31:19,
438,348.66,open architecture,2022-12-25,2022-06-13 17:09:09,false
897,303.77,model,2022-03-28,2022-09-07 12:57:16,false
444,936.73,composite,2022-03-29,2021-12-06 18:04:42,true
380,936.09,interface,2020-10-27,2022-04-29 21:30:58,false
822,,mobile,2020-11-26,2022-09-07 14:24:12,true
57,884.99,pricing structure,2023-08-10,2022-07-29 08:03:54,false
888,216.41,,2020-09-23,2021-03-31 23:00:00,false
862,189.67,attitude,2022-04-06,2022-09-20 10:48:13,true
481,652.39,Diverse,2021-09-28,2021-03-22 20:57:12,true
655,,secured line,2022-08-31,2023-02-18 18:11:01,true
,291.41,systematic,2022-02-23,2022-08-05 07:04:47,false
302,841.58,,2022-06-22,2022-12-26 13:41:39,true
,796.75,Robust,2022-03-19,2022-07-09 02:37:10,true
861,597.28,,2023-04-21,2020-10-06 06:51:06,
866,,intermediate,2022-02-26,2020-09-06 07:01:11,true
,777.61,archive,2022-02-24,2022-07-20 00:32:01,true
451,945.64,intangible,2021-08-13,2023-05-04 00:17:48,false
120,122.12,,,2021-08-19 00:29:25,true
117,314.21,exuding,2021-03-30,2021-12-15 14:31:33,false
640,164.79,application,2021-09-28,,false
169,864.33,zero tolerance,2022-04-11,2023-02-28 05:36:52,false
,,Self-enabling,2021-12-13,2023-04-19 17:58:57,true
,352.02,,2022-12-15,2023-07-26 12:16:37,true
544,658.61,Advanced,2020-09-09,2023-03-17 20:57:12,false
137,338.0,discrete,2023-01-26,2021-06-21 18:29:04,true
906,815.05,Programmable,2021-09-02,2022-07-09 12:45:20,false
954,301.78,hybrid,2020-12-20,2020-10-31 04:38:05,false
,405.01,,2022-07-13,2023-02-12 15:52:25,false
,,methodical,2022-08-14,2021-08-28 05:09:15,false
476,210.03,Ameliorated,2022-11-20,2022-11-23 08:30:21,false
886,18.48,,2023-02-02,2021-07-20 03:34:54,true
468,477.46,mobile,2021-09-27,2021-01-10 09:44:55,true
,795.62,Ameliorated,2022-11-01,2021-01-24 02:53:07,false
388,765.16,encompassing,2021-08-14,2021-01-31 09:02:03,false
385,,toolset,2022-08-28,2021-07-21 22:16:55,false
502,576.79,hybrid,2020-11-27,2022-10-12 09:09:57,false
767,790.92,capacity,2021-01-02,2022-01-11 23:18:19,true
912,65.5,Team-oriented,2020-11-28,,true
427,829.41,internet solution,2022-02-25,2021-09-04 09:31:16,true
127,740.25,object-oriented,2022-11-10,2021-08-06 20:58:48,false
921,,secured line,,2023-05-04 18:32:09,true
27,,Polarised,2022-02-04,2021-04-18 17:38:54,true
,321.66,modular,2022-01-15,2021-01-22 04:53:39,true
254,,asymmetric,2021-08-02,2022-10-09 03:10:55,true
45,878.39,Face to face,2021-05-18,2023-01-20 23:14:42,false
34,34.77,matrix,2021-04-30,2020-12-23 05:40:56,false
907,941.86,impactful,2021-02-18,2021-10-29 02:03:43,false
193,,asymmetric,2021-09-02,2021-09-01 23:22:14,true
,,,2023-07-03,2021-02-06 22:04:29,true
,846.27,Mandatory,2020-09-13,,false
250,535.32,explicit,2021-05-12,2021-07-21 09:04:23,
264,984.51,logistical,2021-09-06,2022-07-09 08:05:24,
969,326.04,help-desk,2020-09-30,2021-12-19 20:27:24,
853,463.59,Synchronised,2020-09-22,2020-10-14 18:17:21,false
,825.18,Digitized,2021-08-01,2022-06-04 04:47:58,false
915,,clear-thinking,2022-07-15,2022-11-16 12:09:25,true
,482.56,service-desk,2021-12-05,2022-02-22 22:00:25,false
318,30.55,customer loyalty,2021-07-19,2021-05-17 02:20:07,false
,570.0,Open-source,2021-03-16,2023-05-08 09:31:59,
192,802.57,multi-state,2023-03-27,2020-12-19 00:14:07,true
224,816.96,Digitized,2021-12-11,2020-11-15 01:58:51,false
782,278.75,middleware,2021-10-02,2022-05-14 04:38:06,false
3,437.4,definition,2021-02-27,2022-01-24 22:21:39,true
395,,secondary,2022-05-04,2020-10-22 12:28:40,true
303,118.5,local area network,2021-12-07,2021-08-31 02:24:58,true
472,788.79,,2020-08-16,2021-12-07 13:41:49,false
61,661.59,archive,2021-11-14,2022-12-13 04:19:52,false
,556.34,Graphical User Interface,2021-10-18,2021-10-21 05:50:34,
915,,local,2021-07-31,2022-02-01 12:46:26,true
287,686.55,productivity,2022-10-02,2020-10-18 13:09:18,true
,302.4,scalable,2022-11-25,2020-11-18 22:00:05,false
250,456.54,mission-critical,2022-09-05,2022-02-22 23:07:51,false
388,56.63,system-worthy,2020-09-21,2021-12-29 04:26:52,true
83,495.06,Optional,2021-09-20,2021-05-26 13:26:05,false
694,946.04,clear-thinking,2021-03-05,2022-07-14 13:05:00,true
363,95.85,,2021-05-21,2023-01-15 23:13:09,true
216,965.31,intermediate,2023-02-16,2023-05-13 06:17:07,true
246,144.47,non-volatile,2023-05-07,2022-04-21 00:04:32,false
80,181.88,Open-source,2022-12-23,2022-07-02 15:32:13,true
619,999.53,global,2023-06-30,2022-05-10 11:34:54,true
320,590.2,flexibility,2022-02-26,2022-04-30 08:15:21,true
326,358.17,,2021-10-01,2020-08-27 01:56:39,false
527,315.1,national,,2022-12-09 21:54:51,true
140,62.75,hub,2021-08-27,2022-11-15 03:07:50,true
23,364.46,,2023-01-26,2020-10-21 22:27:15,false
385,495.55,Right-sized,2021-09-08,2021-08-16 22:18:57,true
411,283.11,algorithm,2021-11-25,2022-04-27 12:22:07,false
446,615.74,,2022-11-05,2021-05-30 11:53:20,true
199,534.02,standardization,2022-04-28,2022-09-17 01:50:20,false
138,505.68,needs-based,2021-07-16,2021-11-26 02:27:11,false
168,350.42,Cloned,2021-11-26,2021-09-10 15:25:29,true
,157.8,support,2023-05-14,2022-10-07 13:34:29,false
65,663.62,,2021-04-19,2021-06-07 03:31:13,false
613,653.61,background,2020-10-11,,false
284,32.83,bottom-line,2023-06-30,2022-04-22 05:37:03,false
187,568.53,,2021-06-23,2023-07-25 20:41:43,false
733,,homogeneous,2021-11-04,2022-03-09 05:47:25,true
485,524.06,demand-driven,2023-01-25,2021-07-29 13:36:57,true
718,,adapter,2020-11-16,2022-01-18 05:42:46,
95,630.22,,2021-06-13,2023-03-15 16:10:26,true
200,290.81,policy,2021-06-09,2022-03-02 13:38:40,false
680,281.62,Configurable,2023-07-07,2021-06-26 22:38:01,true
,,,2022-09-10,2021-02-22 22:04:28,true
890,,,2023-03-01,2023-01-28 00:15:55,
698,901.89,Sharable,2023-08-10,2022-09-28 07:55:27,true
943,797.91,Centralized,2020-09-03,2021-07-25 01:17:01,true
299,746.27,Organic,2021-01-13,2023-06-15 13:39:35,true
36,321.58,,2023-07-04,2022-05-04 00:27:16,true
598,145.16,collaboration,2021-06-14,,false
988,136.14,Secured,2022-04-24,2020-09-20 05:32:00,true
359,327.17,Virtual,2021-05-24,2021-12-20 00:09:06,false
555,379.72,Proactive,2023-05-08,2020-12-14 20:18:08,
504,248.46,content-based,2021-07-20,2022-06-04 11:30:57,true
780,990.81,Future-proofed,2021-12-26,2022-04-08 23:31:24,
382,754.49,next generation,2022-09-02,2023-05-20 02:21:20,true
795,349.64,systematic,2022-10-27,2020-11-23 06:07:22,
689,,,2020-10-10,2021-07-24 14:29:26,true
925,201.31,,2022-07-16,2023-01-29 08:46:47,false
994,135.92,parallelism,2021-04-07,,false
,997.45,Persistent,2021-07-28,2022-07-12 16:05:32,false
103,398.54,matrices,2022-12-25,2021-09-26 17:05:09,false
294,630.24,transitional,2021-05-28,2023-01-08 20:45:40,true
253,493.3,,2022-03-20,2022-05-18 14:40:50,false
502,739.33,De-engineered,2023-05-18,2023-01-25 10:36:53,false
430,616.43,algorithm,2020-09-27,,false
442,631.31,encoding,2021-04-05,2021-07-01 11:58:54,true
407,794.51,Synergistic,2022-06-07,2022-04-16 08:48:39,
620,25.18,concept,2022-03-28,2023-02-17 13:47:56,true
520,205.06,clear-thinking,2021-04-25,2022-01-28 22:59:08,
181,702.89,global,2022-01-16,2020-11-20 19:21:16,false
429,,moderator,2021-12-29,2020-11-18 01:56:26,false
881,60.05,Expanded,2021-06-17,2020-12-23 08:49:04,true
605,111.61,Monitored,2021-09-24,,true
383,680.13,5th generation,2022-11-20,2022-06-19 17:45:54,false
214,689.15,Ergonomic,2020-11-03,2023-03-10 06:59:36,false
563,143.44,Secured,2022-01-05,2022-05-12 20:31:43,true
282,,Enterprise-wide,2021-03-23,2022-12-20 17:36:51,true
979,168.01,Streamlined,2020-09-08,2020-11-27 16:56:58,false
791,,service-desk,2021-06-15,2023-08-04 16:14:44,false
693,182.95,,2022-03-04,2021-04-18 02:25:58,false
141,705.42,success,2022-01-08,2023-06-01 06:19:20,
210,846.3,,2021-07-15,2022-09-02 08:44:44,false
575,525.58,ability,2021-10-16,2023-07-08 18:45:40,false
341,25.42,Front-line,2022-04-08,2021-05-16 17:58:27,true
247,621.61,open architecture,2021-04-03,2023-03-10 12:18:21,
587,893.76,Managed,2021-05-18,2022-02-14 17:04:33,true
951,369.99,,2020-10-16,2020-12-28 12:40:55,false
961,557.78,Fundamental,2020-12-07,2021-01-28 15:04:12,true
278,464.9,adapter,2021-04-28,2021-03-14 10:36:33,true
691,322.85,leading edge,2023-01-02,2023-06-17 09:35:48,false
834,579.51,uniform,2021-04-10,2021-01-22 11:15:21,false
548,990.28,,2023-03-15,2020-10-08 23:49:45,true
104,947.39,definition,2022-08-28,2021-07-29 00:55:36,true
885,347.47,Horizontal,2022-01-05,2021-07-19 06:40:09,true
778,152.15,Vision-oriented,2022-05-09,2022-01-01 06:06:51,true
731,,Quality-focused,2023-04-18,,false
574,189.15,composite,2022-10-04,2021-03-02 14:57:37,false
872,856.08,,2023-07-27,2021-07-25 05:03:55,
42,384.88,national,2022-07-28,2022-01-24 15:44:53,true
914,408.3,reciprocal,2022-06-07,2023-03-14 11:13:54,false
924,532.05,actuating,,2021-03-03 07:00:21,false
908,698.64,Implemented,,2023-06-24 05:30:06,false
653,835.19,core,2022-08-03,2021-03-09 12:44:43,false
261,589.24,focus group,2022-02-22,2023-07-24 15:46:48,
907,,full-range,2021-05-29,2020-08-31 23:49:08,true
608,843.62,,2021-12-29,2023-03-08 18:28:06,false
,70.61,object-oriented,2021-12-09,2022-03-👺 09:17:10,false
,272.91,,2021-12-11,2021-07-09 05:08:33,false
887,63.78,explicit,2022-06-24,2022-01-26 11:24:20,false
391,878.8,heuristic,2023-01-31,2021-03-21 22:10:12,true
464,847.29,Devolved,2022-11-04,2021-09-21 03:29:09,
,578.26,,2022-04-14,2020-12-15 17:48:20,false
954,550.08,discrete,2022-07-25,2021-07-21 18:31:11,false
114,578.9,Grass-roots,2022-10-12,2020-08-31 17:51:31,true
751,387.73,,2021-03-17,2021-09-26 22:14:28,false
216,159.74,Versatile,2022-04-02,2021-03-02 09:03:39,false
266,767.45,archive,2021-04-28,2021-10-28 06:26:39,true
165,897.43,paradigm,2023-05-05,,true
607,539.06,,2020-12-09,2023-06-25 12:21:04,true
313,996.43,concept,2022-06-24,2023-03-30 03:42:59,true
426,872.43,Future-proofed,2023-02-25,2022-07-01 03:47:30,false
195,132.17,Proactive,2021-07-02,2021-10-14 12:36:03,true
,544.07,middleware,2022-11-15,2021-05-10 13:12:34,
63,782.08,,2021-04-08,2022-06-25 00:40:36,true
195,226.11,clear-thinking,2022-03-15,2021-10-27 23:25:24,true
235,,Business-focused,2020-08-30,2022-12-15 13:37:41,true
660,590.74,,2022-06-02,2021-10-27 13:35:08,true
374,418.71,definition,2020-12-10,2021-06-04 06:04:37,false
460,880.3,,2023-04-17,2023-05-20 03:05:30,false
2,476.59,needs-based,2023-04-30,2022-09-30 15:16:02,true
,,Diverse,2021-06-01,2022-06-04 00:24:26,true
2,710.76,help-desk,2022-04-23,2022-08-01 19:14:14,true
874,271.19,leverage,2021-09-17,2023-01-10 21:38:34,
863,361.75,4th generation,2022-06-13,2022-06-12 22:13:29,true
,831.66,data-warehouse,,2023-06-17 22:24:19,true
662,210.48,intangible,2022-11-19,2022-12-13 10:36:23,false
827,139.74,Organic,2022-05-03,2023-06-12 12:51:28,true
17,,,2021-02-20,2023-02-10 19:58:21,true
896,326.59,leading edge,2022-12-21,2020-12-06 08:27:40,
605,781.73,,2021-11-06,2022-10-26 23:34:58,false
355,222.5,Synergized,2022-09-08,2023-08-02 05:11:59,false
54,754.26,reciprocal,2022-02-05,2022-10-02 21:44:32,
493,446.83,Profound,2021-06-29,2021-06-28 03:14:11,false
602,783.23,Virtual,2022-08-01,2021-08-18 14:12:32,
917,212.04,secured line,2020-12-15,2021-10-08 06:20:12,true
762,949.11,archive,2022-11-20,2021-01-15 07:49:08,false
939,350.46,hub,2021-05-24,2020-11-12 17:33:37,false
608,834.9,Synchronised,2023-03-07,2021-09-26 09:21:51,true
254,709.27,Assimilated,2022-05-05,2020-12-04 21:53:42,
,,fault-tolerant,2021-07-20,2023-08-08 06:49:44,false
,462.84,bandwidth-monitored,2023-08-06,2023-05-11 10:38:05,true
79,300.7,initiative,2021-10-22,2020-09-06 21:03:16,false
38,731.19,Expanded,2022-09-23,2023-03-03 09:42:41,true
622,,product,2023-05-04,2023-06-15 21:54:21,true
983,819.99,Adaptive,2021-11-25,2021-07-04 17:06:00,false
471,366.89,maximized,2022-02-25,2022-09-25 05:32:38,false
858,516.63,,2021-06-23,2021-01-06 13:17:48,false
298,661.45,,2021-11-03,2023-03-11 13:28:44,
369,355.34,Up-sized,2023-08-09,2022-01-13 12:44:14,true
178,914.87,upward-trending,2023-07-11,2022-06-11 23:58:26,
610,684.77,moratorium,2022-03-18,2023-02-04 00:41:04,false
103,533.63,,2022-10-19,2021-03-13 05:59:05,
425,221.62,Extended,2021-04-19,2022-05-16 07:41:38,true
816,677.87,Virtual,2022-06-16,2022-11-28 19:09:03,true
394,705.59,client-server,2023-07-19,2023-06-24 07:34:03,true
718,472.19,,2023-01-07,2022-11-28 05:11:17,true
270,681.63,stable,2021-01-27,2022-04-28 17:36:20,true
773,738.91,needs-based,2023-05-30,2022-03-04 16:58:49,false
939,593.04,full-range,2022-11-23,2022-06-24 21:31:12,true
717,236.26,empowering,2022-09-14,2023-08-12 11:28:09,false
,556.51,protocol,2021-10-19,,false
